# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
India,regional wheat,imported wheat,imported wheat,1990,1
Indonesia,regional wheat,imported wheat,imported wheat,1990,1
Japan,regional wheat,imported wheat,imported wheat,1990,1
Mexico,regional wheat,imported wheat,imported wheat,1990,1
Middle East,regional wheat,imported wheat,imported wheat,1990,1
Pakistan,regional wheat,imported wheat,imported wheat,1990,1
Russia,regional wheat,imported wheat,imported wheat,1990,1
South Africa,regional wheat,imported wheat,imported wheat,1990,1
South America_Northern,regional wheat,imported wheat,imported wheat,1990,1
South America_Southern,regional wheat,imported wheat,imported wheat,1990,1
South Asia,regional wheat,imported wheat,imported wheat,1990,1
South Korea,regional wheat,imported wheat,imported wheat,1990,1
Southeast Asia,regional wheat,imported wheat,imported wheat,1990,1
Taiwan,regional wheat,imported wheat,imported wheat,1990,1
Argentina,regional wheat,imported wheat,imported wheat,1990,1
Colombia,regional wheat,imported wheat,imported wheat,1990,1
USA,regional wheat,imported wheat,imported wheat,2005,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2005,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2005,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2005,1
Africa_Western,regional wheat,imported wheat,imported wheat,2005,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2005,1
Brazil,regional wheat,imported wheat,imported wheat,2005,1
Canada,regional wheat,imported wheat,imported wheat,2005,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2005,1
Central Asia,regional wheat,imported wheat,imported wheat,2005,1
China,regional wheat,imported wheat,imported wheat,2005,1
EU-12,regional wheat,imported wheat,imported wheat,2005,1
EU-15,regional wheat,imported wheat,imported wheat,2005,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2005,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2005,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2005,1
India,regional wheat,imported wheat,imported wheat,2005,1
Indonesia,regional wheat,imported wheat,imported wheat,2005,1
Japan,regional wheat,imported wheat,imported wheat,2005,1
Mexico,regional wheat,imported wheat,imported wheat,2005,1
Middle East,regional wheat,imported wheat,imported wheat,2005,1
Pakistan,regional wheat,imported wheat,imported wheat,2005,1
Russia,regional wheat,imported wheat,imported wheat,2005,1
South Africa,regional wheat,imported wheat,imported wheat,2005,1
South America_Northern,regional wheat,imported wheat,imported wheat,2005,1
South America_Southern,regional wheat,imported wheat,imported wheat,2005,1
South Asia,regional wheat,imported wheat,imported wheat,2005,1
South Korea,regional wheat,imported wheat,imported wheat,2005,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2005,1
Taiwan,regional wheat,imported wheat,imported wheat,2005,1
Argentina,regional wheat,imported wheat,imported wheat,2005,1
Colombia,regional wheat,imported wheat,imported wheat,2005,1
USA,regional wheat,imported wheat,imported wheat,2010,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2010,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2010,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2010,1
Africa_Western,regional wheat,imported wheat,imported wheat,2010,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2010,1
Brazil,regional wheat,imported wheat,imported wheat,2010,1
Canada,regional wheat,imported wheat,imported wheat,2010,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2010,1
Central Asia,regional wheat,imported wheat,imported wheat,2010,1
China,regional wheat,imported wheat,imported wheat,2010,1
EU-12,regional wheat,imported wheat,imported wheat,2010,1
EU-15,regional wheat,imported wheat,imported wheat,2010,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2010,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2010,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2010,1
India,regional wheat,imported wheat,imported wheat,2010,1
Indonesia,regional wheat,imported wheat,imported wheat,2010,1
Japan,regional wheat,imported wheat,imported wheat,2010,1
Mexico,regional wheat,imported wheat,imported wheat,2010,1
Middle East,regional wheat,imported wheat,imported wheat,2010,1
Pakistan,regional wheat,imported wheat,imported wheat,2010,1
Russia,regional wheat,imported wheat,imported wheat,2010,1
South Africa,regional wheat,imported wheat,imported wheat,2010,1
South America_Northern,regional wheat,imported wheat,imported wheat,2010,1
South America_Southern,regional wheat,imported wheat,imported wheat,2010,1
South Asia,regional wheat,imported wheat,imported wheat,2010,1
South Korea,regional wheat,imported wheat,imported wheat,2010,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2010,1
Taiwan,regional wheat,imported wheat,imported wheat,2010,1
Argentina,regional wheat,imported wheat,imported wheat,2010,1
Colombia,regional wheat,imported wheat,imported wheat,2010,1
USA,regional wheat,imported wheat,imported wheat,2015,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2015,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2015,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2015,1
Africa_Western,regional wheat,imported wheat,imported wheat,2015,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2015,1
Brazil,regional wheat,imported wheat,imported wheat,2015,1
Canada,regional wheat,imported wheat,imported wheat,2015,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2015,1
Central Asia,regional wheat,imported wheat,imported wheat,2015,1
China,regional wheat,imported wheat,imported wheat,2015,1
EU-12,regional wheat,imported wheat,imported wheat,2015,1
EU-15,regional wheat,imported wheat,imported wheat,2015,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2015,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2015,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2015,1
India,regional wheat,imported wheat,imported wheat,2015,1
Indonesia,regional wheat,imported wheat,imported wheat,2015,1
Japan,regional wheat,imported wheat,imported wheat,2015,1
Mexico,regional wheat,imported wheat,imported wheat,2015,1
Middle East,regional wheat,imported wheat,imported wheat,2015,1
Pakistan,regional wheat,imported wheat,imported wheat,2015,1
Russia,regional wheat,imported wheat,imported wheat,2015,1
South Africa,regional wheat,imported wheat,imported wheat,2015,1
South America_Northern,regional wheat,imported wheat,imported wheat,2015,1
South America_Southern,regional wheat,imported wheat,imported wheat,2015,1
South Asia,regional wheat,imported wheat,imported wheat,2015,1
South Korea,regional wheat,imported wheat,imported wheat,2015,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2015,1
Taiwan,regional wheat,imported wheat,imported wheat,2015,1
Argentina,regional wheat,imported wheat,imported wheat,2015,1
Colombia,regional wheat,imported wheat,imported wheat,2015,1
USA,regional wheat,imported wheat,imported wheat,2020,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2020,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2020,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2020,1
Africa_Western,regional wheat,imported wheat,imported wheat,2020,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2020,1
Brazil,regional wheat,imported wheat,imported wheat,2020,1
Canada,regional wheat,imported wheat,imported wheat,2020,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2020,1
Central Asia,regional wheat,imported wheat,imported wheat,2020,1
China,regional wheat,imported wheat,imported wheat,2020,1
EU-12,regional wheat,imported wheat,imported wheat,2020,1
EU-15,regional wheat,imported wheat,imported wheat,2020,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2020,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2020,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2020,1
India,regional wheat,imported wheat,imported wheat,2020,1
Indonesia,regional wheat,imported wheat,imported wheat,2020,1
Japan,regional wheat,imported wheat,imported wheat,2020,1
Mexico,regional wheat,imported wheat,imported wheat,2020,1
Middle East,regional wheat,imported wheat,imported wheat,2020,1
Pakistan,regional wheat,imported wheat,imported wheat,2020,1
Russia,regional wheat,imported wheat,imported wheat,2020,1
South Africa,regional wheat,imported wheat,imported wheat,2020,1
South America_Northern,regional wheat,imported wheat,imported wheat,2020,1
South America_Southern,regional wheat,imported wheat,imported wheat,2020,1
South Asia,regional wheat,imported wheat,imported wheat,2020,1
South Korea,regional wheat,imported wheat,imported wheat,2020,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2020,1
Taiwan,regional wheat,imported wheat,imported wheat,2020,1
Argentina,regional wheat,imported wheat,imported wheat,2020,1
Colombia,regional wheat,imported wheat,imported wheat,2020,1
USA,regional wheat,imported wheat,imported wheat,2025,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2025,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2025,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2025,1
Africa_Western,regional wheat,imported wheat,imported wheat,2025,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2025,1
Brazil,regional wheat,imported wheat,imported wheat,2025,1
Canada,regional wheat,imported wheat,imported wheat,2025,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2025,1
Central Asia,regional wheat,imported wheat,imported wheat,2025,1
China,regional wheat,imported wheat,imported wheat,2025,1
EU-12,regional wheat,imported wheat,imported wheat,2025,1
EU-15,regional wheat,imported wheat,imported wheat,2025,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2025,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2025,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2025,1
India,regional wheat,imported wheat,imported wheat,2025,1
Indonesia,regional wheat,imported wheat,imported wheat,2025,1
Japan,regional wheat,imported wheat,imported wheat,2025,1
Mexico,regional wheat,imported wheat,imported wheat,2025,1
Middle East,regional wheat,imported wheat,imported wheat,2025,1
Pakistan,regional wheat,imported wheat,imported wheat,2025,1
Russia,regional wheat,imported wheat,imported wheat,2025,1
South Africa,regional wheat,imported wheat,imported wheat,2025,1
South America_Northern,regional wheat,imported wheat,imported wheat,2025,1
South America_Southern,regional wheat,imported wheat,imported wheat,2025,1
South Asia,regional wheat,imported wheat,imported wheat,2025,1
South Korea,regional wheat,imported wheat,imported wheat,2025,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2025,1
Taiwan,regional wheat,imported wheat,imported wheat,2025,1
Argentina,regional wheat,imported wheat,imported wheat,2025,1
Colombia,regional wheat,imported wheat,imported wheat,2025,1
USA,regional wheat,imported wheat,imported wheat,2030,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2030,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2030,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2030,1
Africa_Western,regional wheat,imported wheat,imported wheat,2030,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2030,1
Brazil,regional wheat,imported wheat,imported wheat,2030,1
Canada,regional wheat,imported wheat,imported wheat,2030,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2030,1
Central Asia,regional wheat,imported wheat,imported wheat,2030,1
China,regional wheat,imported wheat,imported wheat,2030,1
EU-12,regional wheat,imported wheat,imported wheat,2030,1
EU-15,regional wheat,imported wheat,imported wheat,2030,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2030,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2030,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2030,1
India,regional wheat,imported wheat,imported wheat,2030,1
Indonesia,regional wheat,imported wheat,imported wheat,2030,1
Japan,regional wheat,imported wheat,imported wheat,2030,1
Mexico,regional wheat,imported wheat,imported wheat,2030,1
Middle East,regional wheat,imported wheat,imported wheat,2030,1
Pakistan,regional wheat,imported wheat,imported wheat,2030,1
Russia,regional wheat,imported wheat,imported wheat,2030,1
South Africa,regional wheat,imported wheat,imported wheat,2030,1
South America_Northern,regional wheat,imported wheat,imported wheat,2030,1
South America_Southern,regional wheat,imported wheat,imported wheat,2030,1
South Asia,regional wheat,imported wheat,imported wheat,2030,1
South Korea,regional wheat,imported wheat,imported wheat,2030,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2030,1
Taiwan,regional wheat,imported wheat,imported wheat,2030,1
Argentina,regional wheat,imported wheat,imported wheat,2030,1
Colombia,regional wheat,imported wheat,imported wheat,2030,1
USA,regional wheat,imported wheat,imported wheat,2035,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2035,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2035,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2035,1
Africa_Western,regional wheat,imported wheat,imported wheat,2035,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2035,1
Brazil,regional wheat,imported wheat,imported wheat,2035,1
Canada,regional wheat,imported wheat,imported wheat,2035,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,2035,1
Central Asia,regional wheat,imported wheat,imported wheat,2035,1
China,regional wheat,imported wheat,imported wheat,2035,1
EU-12,regional wheat,imported wheat,imported wheat,2035,1
EU-15,regional wheat,imported wheat,imported wheat,2035,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,2035,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,2035,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,2035,1
India,regional wheat,imported wheat,imported wheat,2035,1
Indonesia,regional wheat,imported wheat,imported wheat,2035,1
Japan,regional wheat,imported wheat,imported wheat,2035,1
Mexico,regional wheat,imported wheat,imported wheat,2035,1
Middle East,regional wheat,imported wheat,imported wheat,2035,1
Pakistan,regional wheat,imported wheat,imported wheat,2035,1
Russia,regional wheat,imported wheat,imported wheat,2035,1
South Africa,regional wheat,imported wheat,imported wheat,2035,1
South America_Northern,regional wheat,imported wheat,imported wheat,2035,1
South America_Southern,regional wheat,imported wheat,imported wheat,2035,1
South Asia,regional wheat,imported wheat,imported wheat,2035,1
South Korea,regional wheat,imported wheat,imported wheat,2035,1
Southeast Asia,regional wheat,imported wheat,imported wheat,2035,1
Taiwan,regional wheat,imported wheat,imported wheat,2035,1
Argentina,regional wheat,imported wheat,imported wheat,2035,1
Colombia,regional wheat,imported wheat,imported wheat,2035,1
USA,regional wheat,imported wheat,imported wheat,2040,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,2040,1
Africa_Northern,regional wheat,imported wheat,imported wheat,2040,1
Africa_Southern,regional wheat,imported wheat,imported wheat,2040,1
Africa_Western,regional wheat,imported wheat,imported wheat,2040,1
Australia_NZ,regional wheat,imported wheat,imported wheat,2040,1
Brazil,regional wheat,imported wheat,imported wheat,2040,1
Canada,regional wheat,imported wheat,imported wheat,2040,1
